SendingfirmID,ReceivingfirmID,Start date of Transaction,End date of Transaction,Amount Sent in $,Amount Received in $,ColG,ColH,ColI,ColJ,ColK,SomeCode
103779,2366803,120100,123000,43514.2,48619.3,9390.92,0,0,0,0.215813,7E
103779,2366859,120100,123000,22140.2,24737.6,4778.13,0,0,0,0.215813,7E
103779,108807,120100,123000,454.37,505,92.95,0,0,0,0.204563,7G
103779,2366762,120100,123000,54673.3,61087.5,11799.2,0,0,0,0.215813,7E
103779,2003624,120100,123000,1547.25,1723.55,316.51,0,0,0,0.204563,7G
103779,2366464,120100,123000,54930.6,61189.7,11854.7,0,0,0,0.215813,7E
103779,103779,120100,123000,31834.7,35462.1,9160.43,0,0,0,0.28775,7F
103779,103779,120100,123000,982.5,1094.47,282.72,0,0,0,0.28775,7F
152924,152924,10100,33100,3197.47,3197.44,1000,3.2,0,0.001,0.31275,5B
106483,106483,80100,83000,81234.7,81234.8,25000,81.23,0,0.001,0.30775,7A
106483,106483,80100,83000,9163.33,9163.35,2820.02,9.16,0,0.001,0.30775,7A
114819,114819,120100,123000,9769,9769.03,3006.42,9.77,0,0.001,0.30775,7A
114819,114819,120100,123000,6460.5,6460.5,1850.61,6.46,0,0.001,0.28645,7D
114819,153451,120100,123000,332.96,332.98,73.11,0.25,0,0.00075,0.219563,7B
114819,2366724,120100,123000,931,931.02,214.89,0.93,0,0.001,0.230813,7C
114819,114819,120100,123000,935.83,935.82,288,0.94,0,0.001,0.30775,7A
116981,152924,120100,123000,1817.5,1817.49,419.5,1.82,0,0.001,0.230813,7C
116981,116981,120100,123000,265.72,265.77,81.79,0.27,0,0.001,0.30775,7A
2000581,2000581,120100,123000,24379.9,24379.9,7441.96,24.38,0,0.001,0.30525,6A
2000581,1000019,120100,123000,2019.26,2019.23,616.37,2.02,0,0.001,0.30525,6A
2000581,153187,100100,123000,19224.2,19224.3,5868.21,19.22,0,0.001,0.30525,6A
2000581,412569,100100,123000,13880.3,13880.4,3021.58,10.41,0,0.00075,0.217688,6B
2000581,2000581,120100,123000,-0.05,-0.03,-0.01,0,0,0.001,0.30525,6A
102817,102817,120100,123000,41590.7,41590.7,12799.5,41.59,0,0.001,0.30775,7A
102817,1000019,120100,123000,1680,1680,517.02,1.68,0,0.001,0.30775,7A
102817,102817,120100,123000,4661.75,4661.83,1335.38,4.66,0,0.001,0.28645,7D
102817,100845,120100,123000,6482.44,6482.48,1423.31,4.86,0,0.00075,0.219563,7B
102817,101928,120100,123000,54258.4,54258.5,11913.1,40.69,0,0.00075,0.219563,7B
102817,102817,120100,123000,256.88,256.9,79.06,0.26,0,0.001,0.30775,7A
202320,202320,100100,103000,-90685.7,-90685.8,-27681.8,-90.69,0,0.001,0.30525,6A
202320,1000019,100100,103000,-22412.4,-22412.5,-6841.41,-22.41,0,0.001,0.30525,6A
202320,202320,100100,103000,-32059.3,-32059.3,-9786.1,-32.06,0,0.001,0.30525,6A
202320,202320,100100,103000,-4755.32,-4755.35,-1451.57,-4.76,0,0.001,0.30525,6A
202320,202320,100100,103000,90685.8,90685.8,26321.5,0,0,0,0.29025,Q6
202320,1000019,100100,103000,22412.5,22412.5,6505.22,0,0,0,0.29025,Q6
202320,202320,100100,103000,32059.2,32059.3,9305.21,0,0,0,0.29025,Q6
202320,202320,100100,103000,9502.08,9502.12,2757.99,0,0,0,0.29025,Q6
202320,202320,100100,103000,3000.69,3000.69,870.95,0,0,0,0.29025,Q6
202320,202320,120100,123000,-88462.5,-88462.5,-27003.2,-88.46,0,0.001,0.30525,6A
202320,1000019,120100,123000,-26622.8,-26622.8,-8126.62,-26.62,0,0.001,0.30525,6A
202320,202320,120100,123000,-21165.4,-21165.4,-6460.74,-21.17,0,0.001,0.30525,6A
202320,202320,120100,123000,-7656.73,-7656.77,-2337.23,-7.66,0,0.001,0.30525,6A
202320,2364700,120100,123000,-51984.9,-51985,-11998.8,-51.99,0,0.001,0.230813,7C
202320,202320,120100,123000,88462.6,88462.5,25676.2,0,0,0,0.29025,Q6
202320,1000019,120100,123000,26622.8,26622.8,7727.28,0,0,0,0.29025,Q6
202320,202320,120100,123000,21165.4,21165.4,6143.26,0,0,0,0.29025,Q6
202320,2366082,120100,123000,51985,51985,11414,0,0,0,0.219563,Q8
202320,202320,120100,123000,11471.3,11471.3,3329.55,0,0,0,0.29025,Q6
202320,202320,120100,123000,5637.44,5637.45,1636.27,0,0,0,0.29025,Q6
2003314,2003314,10100,123000,-288236,-288236,-87984.1,-288.24,0,0.001,0.30525,6A
2003314,2003314,10100,123000,-9442.64,-9442.65,-2882.37,-9.44,0,0.001,0.30525,6A
2003314,1000019,10100,123000,288236,288236,87984.1,288.24,0,0.001,0.30525,6A
2003314,1000019,10100,123000,9442.64,9442.65,2882.37,9.44,0,0.001,0.30525,6A
107852,107852,120100,123000,48632.3,48632.2,14966.6,48.63,0,0.001,0.30775,7A
107852,1000019,120100,123000,4184.16,4184.18,1287.68,4.18,0,0.001,0.30775,7A
107852,107852,120100,123000,1795.81,1795.85,514.42,1.8,0,0.001,0.28645,7D
107852,115150,120100,123000,1320,1319.99,289.82,0.99,0,0.00075,0.219563,7B
202320,2366082,120100,123100,-51985,-51985,-11414,0,0,0,0.219563,Q8
202320,2364700,120100,123100,51985,51985,11414,0,0,0,0.219563,Q8
114819,114819,120100,123100,-935.83,-935.82,-288,-0.94,0,0.001,0.30775,7A
114819,114819,120100,123100,1376.83,1376.86,423.73,1.38,0,0.001,0.30775,7A
104221,408311,100100,103100,-7628.14,-7628.13,-1560.43,0,0,0,0.204563,7G
104221,408311,100100,103100,7628.14,7628.13,1560.43,0,0,0,0.204563,7G
202320,2366082,10100,13100,-17414.9,-17415,-3823.68,0,0,0,0.219563,Q8
202320,2364700,10100,13100,17414.9,17415,3823.68,0,0,0,0.219563,Q8
111909,111909,10100,22800,4010.27,4010.3,1234.17,4.01,0,0.001,0.30775,7A
260459,260459,80100,83000,7746.87,7746.88,2364.74,7.75,0,0.001,0.30525,6A
260459,20596481,80100,83000,14148,14148,3079.84,10.61,0,0.00075,0.217688,6B
260459,260459,50100,53100,-3840.39,-3840.44,-1172.29,-3.84,0,0.001,0.30525,6A
260459,260459,80100,83000,-0.11,-0.07,-0.02,0,0,0.001,0.30525,6A
260083,260083,80100,83100,18778.7,18778.8,5732.22,18.78,0,0.001,0.30525,6A
260083,1000019,80100,83100,34904.9,34904.9,10654.7,34.9,0,0.001,0.30525,6A
260083,401951,80100,83100,79303,79303,17263.3,59.48,0,0.00075,0.217688,6B
260083,410691,80100,83100,206315,206315,44912.2,154.74,0,0.00075,0.217688,6B
260083,20596600,80100,83100,21403.5,21403.5,4659.27,16.05,0,0.00075,0.217688,6B
260083,260083,80100,83100,-0.11,-0.07,-0.02,0,0,0.001,0.30525,6A
109332,109332,50100,53100,4899.66,4899.66,1507.87,4.9,0,0.001,0.30775,7A
101059,101059,70100,93000,-1187.25,-1187.21,-340.08,-1.19,0,0.001,0.28645,7D
101059,101059,10100,93000,-466.83,-466.84,-143.67,-0.47,0,0.001,0.30775,7A
101059,101059,10100,93000,0.05,0.03,0.01,0,0,0.001,0.30775,7A
106483,106483,80100,83000,97481.7,97481.7,30000,97.48,0,0.001,0.30775,7A
151348,151348,100100,123100,-30566.1,-30566.1,-9406.71,-30.57,0,0.001,0.30775,7A
151348,1000019,100100,123100,-4996.16,-4996.26,-1537.6,-5,0,0.001,0.30775,7A
151348,412727,100100,123100,-56870.2,-56870.2,-16290.5,-56.87,0,0.001,0.28645,7D
202320,202320,60100,63000,83468.1,83468.1,23809.3,0,0,0,0.28525,6C
202320,1000019,60100,63000,24249.1,24249.1,6917.06,0,0,0,0.28525,6C
202320,202320,60100,63000,22499.4,22499.5,6417.97,0,0,0,0.28525,6C
202320,202320,60100,63000,10248.7,10248.8,2923.46,0,0,0,0.28525,6C
202320,202320,60100,63000,5963.43,5963.44,1701.07,0,0,0,0.28525,6C
202320,2364700,60100,63000,13400,13400,2891.89,0,0,0,0.215813,7E
202320,2366082,60100,63000,7875,7874.98,1699.52,0,0,0,0.215813,7E
202320,202320,60100,63000,-83468.1,-83468.1,-24226.6,0,0,0,0.29025,Q6
202320,1000019,60100,63000,-24249.1,-24249.1,-7038.31,0,0,0,0.29025,Q6
202320,202320,60100,63000,-22499.5,-22499.5,-6530.47,0,0,0,0.29025,Q6
202320,2364700,60100,63000,-13400,-13400,-2942.14,0,0,0,0.219563,Q8
202320,2366082,60100,63000,-7874.99,-7874.98,-1729.05,0,0,0,0.219563,Q8
202320,202320,60100,63000,-12649.2,-12649.2,-2777.29,0,0,0,0.219563,Q8
202320,202320,60100,63000,-5084.55,-5084.52,-1116.37,0,0,0,0.219563,Q8
260599,260599,100100,103000,-259.98,-260.01,-56.6,-0.2,0,0.00075,0.217688,6B
260599,260599,90100,93000,-3374.94,-3375.02,-734.7,-2.53,0,0.00075,0.217688,6B
202320,202320,70100,73000,-83468.1,-83468.1,-23809.3,0,0,0,0.28525,6C
202320,1000019,70100,73000,-24249.1,-24249.1,-6917.06,0,0,0,0.28525,6C
202320,202320,70100,73000,-22499.4,-22499.5,-6417.97,0,0,0,0.28525,6C
202320,202320,70100,73000,-10248.7,-10248.8,-2923.46,0,0,0,0.28525,6C
202320,202320,70100,73000,-5963.43,-5963.44,-1701.07,0,0,0,0.28525,6C
202320,2364700,70100,73000,-13400,-13400,-2891.89,0,0,0,0.215813,7E
202320,2366082,70100,73000,-7875,-7874.98,-1699.52,0,0,0,0.215813,7E
202320,202320,70100,73000,83468.1,83468.1,24226.6,0,0,0,0.29025,Q6
202320,1000019,70100,73000,24249.1,24249.1,7038.31,0,0,0,0.29025,Q6
202320,1000019,70100,73000,22499.5,22499.5,6530.47,0,0,0,0.29025,Q6
202320,2364700,70100,73000,13400,13400,2942.14,0,0,0,0.219563,Q8
202320,2366082,70100,73000,7874.99,7874.98,1729.05,0,0,0,0.219563,Q8
202320,202320,70100,73000,9568.64,9568.61,2777.29,0,0,0,0.29025,Q6
202320,202320,70100,73000,3846.29,3846.24,1116.37,0,0,0,0.29025,Q6
260599,260599,10100,123100,-6028.84,-6028.93,-1840.33,-6.03,0,0.001,0.30525,6A
200207,260629,90100,93000,1601.8,1601.82,348.7,1.2,0,0.00075,0.217688,6B
200207,412983,60100,63000,13776,13776,2998.86,10.33,0,0.00075,0.217688,6B
200207,412983,90100,93000,18051,18051,3929.47,13.54,0,0.00075,0.217688,6B
200207,412983,10100,13100,8221.67,8221.75,1789.77,6.17,0,0.00075,0.217688,6B
200207,200207,10100,123100,2110.92,1972.62,602.14,0,0,0,0.28525,6A
153443,153443,10100,123100,-16284.8,-16284.7,-5011.63,-16.28,0,0.001,0.30775,7A
109332,109332,50100,53100,-4899.66,-4899.66,-1507.87,-4.9,0,0.001,0.30775,7A
109332,109332,50100,53100,9490.94,9490.95,2920.84,9.49,0,0.001,0.30775,7A
109332,109332,50100,53100,308.38,308.37,94.9,0.31,0,0.001,0.30775,7A
151087,20590538,120100,123100,65512.1,65512.1,20161.4,65.51,0,0.001,0.30775,7A
260083,260083,90100,93000,20070.1,20070.1,6126.4,20.07,0,0.001,0.30525,6A
260083,1000019,90100,93000,28489,28489,8696.27,28.49,0,0.001,0.30525,6A
260083,401951,90100,93000,80892.5,80892.5,17609.3,60.67,0,0.00075,0.217688,6B
260083,410691,90100,93000,215714,215714,46958.2,161.79,0,0.00075,0.217688,6B
260083,20596600,90100,93000,28676.5,28676.5,6242.52,21.51,0,0.00075,0.217688,6B
260083,260083,90100,93000,-0.11,-0.1,-0.03,0,0,0.001,0.30525,6A
260459,260459,90100,93000,6305.46,6305.47,1924.74,6.31,0,0.001,0.30525,6A
260459,20596481,90100,93000,13145.1,13145,2861.5,9.86,0,0.00075,0.217688,6B
105508,105508,10100,123000,-180983,-180983,-55697.4,-180.98,0,0.001,0.30775,7A
153217,153217,10100,123000,-12751.2,-12751.3,-3924.21,-12.75,0,0.001,0.30775,7A
111909,111909,10100,22800,3982.33,3982.36,1225.57,3.98,0,0.001,0.30775,7A
153442,153442,10100,63000,95088.1,95088.1,29263.3,95.09,0,0.001,0.30775,7A
106483,106483,80100,83000,92463.6,92463.6,28455.7,92.46,0,0.001,0.30775,7A
106483,106483,80100,83000,-97481.7,-97481.7,-30000,-97.48,0,0.001,0.30775,7A
114819,2366040,120100,123000,2475.02,2474.99,580.54,0,0,0,0.234563,2M
152161,152161,70100,123000,-2525.77,-2525.77,-726.79,0,0,0,0.28775,7F
152161,152161,70100,123000,-1.16,-1.15,-0.33,0,0,0,0.28775,7F
106483,116944,40100,123000,98894.1,98894.1,30434.7,98.89,0,0.001,0.30775,7A
106483,104188,40100,63000,-1307.38,-1307.42,-402.36,-1.31,0,0.001,0.30775,7A
106483,104188,70100,93000,27391.8,27391.8,8429.84,27.39,0,0.001,0.30775,7A
106483,106483,80100,83000,-92463.6,-92463.6,-28455.7,-92.46,0,0.001,0.30775,7A
106483,106483,40100,123000,8576.27,8018.88,2467.81,0,0,0,0.28775,7A
104061,104061,50100,63000,75398.9,75398.9,23958,75.4,0,0.001,0.31775,8B
111909,111909,10100,22900,3954.16,3954.18,1216.9,3.95,0,0.001,0.30775,7A
106483,116944,40100,120100,-98894.1,-98894.1,-30434.7,-98.89,0,0.001,0.30775,7A
106483,104188,40100,63000,1307.38,1307.42,402.36,1.31,0,0.001,0.30775,7A
106483,104188,70100,93000,-27391.8,-27391.8,-8429.84,-27.39,0,0.001,0.30775,7A
106483,104188,80100,83000,83668.4,83668.5,25749,83.67,0,0.001,0.30775,7A
106483,116944,80100,83000,57827.2,57827.2,17796.3,57.83,0,0.001,0.30775,7A
106483,150319,80100,83000,50768.1,50768.1,15623.9,50.77,0,0.001,0.30775,7A
106483,106483,40100,123000,7825.38,7316.82,2251.75,0,0,0,0.28775,7A
106483,106483,80100,83000,128145,128145,39436.6,128.14,0,0.001,0.30775,7A
106483,106483,80100,83000,-81234.7,-81234.8,-25000,-81.23,0,0.001,0.30775,7A
106483,106483,80100,83000,-9163.33,-9163.35,-2820.02,-9.16,0,0.001,0.30775,7A
106483,113931,80100,83000,24500.6,24500.6,5379.42,18.38,0,0.00075,0.219563,7B
106483,151877,80100,83000,20966.1,20966.2,4603.38,15.72,0,0.00075,0.219563,7B
106483,108807,80100,83000,20000,20000,4391.25,15,0,0.00075,0.219563,7B
106483,113931,80100,83000,5136.22,5136.21,1127.72,3.85,0,0.00075,0.219563,7B
202320,202320,100100,103000,-9502.08,-9502.12,-2757.99,0,0,0,0.29025,Q6
202320,202320,110100,113000,-13932.7,-13932.7,-4043.97,0,0,0,0.29025,Q6
202320,202320,120100,123000,-11471.3,-11471.3,-3329.55,0,0,0,0.29025,Q6
113906,113906,70100,73000,-721.55,-721.56,-222.06,-0.72,0,0.001,0.30775,7A
113906,113906,80100,83000,10541.3,10541.3,3244.1,10.54,0,0.001,0.30775,7A
113906,1000019,80100,83000,11356.9,11357,3495.11,11.36,0,0.001,0.30775,7A
113906,113906,80100,83000,2361.18,2361.18,676.36,2.36,0,0.001,0.28645,7D
113906,113906,90100,93000,14257.5,14257.5,4387.76,14.26,0,0.001,0.30775,7A
113906,1000019,80100,83000,5113.88,5113.96,1573.82,5.11,0,0.001,0.30775,7A
113906,113906,80100,83000,2988,2987.99,855.91,2.99,0,0.001,0.28645,7D
113906,113906,80100,83000,399.94,399.97,123.09,0.4,0,0.001,0.30775,7A
113906,113906,100100,103000,11940.2,11940.2,3674.58,11.94,0,0.001,0.30775,7A
113906,1000019,100100,103000,4048.61,4048.55,1245.94,4.05,0,0.001,0.30775,7A
113906,113906,100100,103000,2299.62,2299.63,658.73,2.3,0,0.001,0.28645,7D
113906,113906,100100,103000,0.05,0.03,0.01,0,0,0.001,0.30775,7A
152161,152161,70100,123000,-1.16,-1.15,-0.33,0,0,0,0.28775,7F
109332,109332,60100,63000,6433.77,6433.7,1979.97,6.43,0,0.001,0.30775,7A
109332,109332,60100,63000,209.05,209.07,64.34,0.21,0,0.001,0.30775,7A
111909,111909,10100,22900,3925.83,3925.82,1208.17,3.93,0,0.001,0.30775,7A
109332,109332,70100,73000,4835.83,4835.84,1488.23,4.84,0,0.001,0.30775,7A
109332,109332,70100,73000,166.88,166.89,51.36,0.17,0,0.001,0.30775,7A
260459,260459,100100,103000,4573.8,4573.82,1396.16,4.57,0,0.001,0.30525,6A
260459,20596481,100100,103000,28124.9,28125,6122.46,21.09,0,0.00075,0.217688,6B
106483,106483,90100,93000,92374.3,92374.2,28428.2,92.37,0,0.001,0.30775,7A
106483,106483,80100,83000,2643.27,2643.22,813.45,2.64,0,0.001,0.30775,7A
111909,111909,10100,22900,3868.44,3868.43,1190.51,3.87,0,0.001,0.30775,7A
151087,20590538,120100,123100,65512.1,65512.1,20161.4,65.51,0,0.001,0.30775,7A
151087,20590538,120100,123000,-65512.1,-65512.1,-20161.4,-65.51,0,0.001,0.30775,7A
106483,104188,90100,93000,15480.5,15480.5,4764.12,15.48,0,0.001,0.30775,7A
106483,116944,90100,93000,27068.6,27068.6,8330.36,27.07,0,0.001,0.30775,7A
106483,150319,90100,93000,53181,53181,16366.5,53.18,0,0.001,0.30775,7A
106483,106483,90100,93000,6306.72,5896.86,1814.76,0,0,0,0.28775,7A
153319,153319,40100,63000,28327.8,28327.9,5205.25,0,0,0,0.18375,BE
153319,153319,70100,93000,24667.8,24667.9,4532.72,0,0,0,0.18375,BE
153319,153319,100100,123000,33894.5,33894.5,6228.11,0,0,0,0.18375,BE
153319,153319,40100,123000,7324.83,7324.9,1345.95,0,0,0,0.18375,BE
103779,2366231,60100,63000,25624.5,28471.6,5530.07,0,0,0,0.215813,7E
103779,2366321,60100,63000,-25624.5,-28471.6,-5530.07,0,0,0,0.215813,7E
109332,109332,80100,83000,2752.55,2752.53,847.09,2.75,0,0.001,0.30775,7A
104061,104061,10100,93000,101098,101098,32123.9,101.1,0,0.001,0.31775,QG
104061,1000019,10100,63000,35710.7,35710.7,11347.1,35.71,0,0.001,0.31775,QG
104061,104061,10100,93000,15825.2,15825.2,4691.37,15.83,0,0.001,0.29645,QH
104061,152468,10100,33000,52134,52134,11837.7,39.1,0,0.00075,0.227062,QI
152331,152331,10100,93000,17871.7,17871.7,5500,17.87,0,0.001,0.30775,7A
114224,114224,10100,113000,154839,154839,30000,0,0,0,0.19375,Q5
111909,111909,30100,103100,5227.11,5227.13,1608.65,5.23,0,0.001,0.30775,7A
109332,109332,90100,93000,5731.05,5731.02,1763.72,5.73,0,0.001,0.30775,7A
109332,109332,90100,93000,186.27,186.22,57.31,0.19,0,0.001,0.30775,7A
106483,106483,90100,93000,28340.4,28340.4,8721.75,28.34,0,0.001,0.30775,7A
106483,104188,90100,93000,68107.7,68107.7,20960.1,68.11,0,0.001,0.30775,7A
106483,106483,90100,93000,2042.16,1909.44,587.63,0,0,0,0.28775,7A
106483,116944,90100,93000,3496.66,3269.44,1006.17,0,0,0,0.28775,7A
102817,101928,10100,123000,-1041.85,-1041.94,-228.77,-0.78,0,0.00075,0.219563,7B
102817,101928,10100,123000,-75.92,-75.92,-16.67,-0.06,0,0.00075,0.219563,7B
260617,260617,70100,103000,92121.7,92121.7,28120.1,92.12,0,0.001,0.30525,6A
260617,260617,110100,113000,7508.11,7508.11,2291.85,7.51,0,0.001,0.30525,6A
260617,260617,120100,123000,11405.1,11405.1,3481.41,11.41,0,0.001,0.30525,6A
109332,109332,100100,103000,2752.5,2752.49,847.08,2.75,0,0.001,0.30775,7A
111909,111909,30100,103100,5227.11,5227.13,1608.65,5.23,0,0.001,0.30775,7A
106483,106483,90100,93000,17495.9,17495.9,5384.37,17.5,0,0.001,0.30775,7A
106483,150149,90100,93000,20613.2,20613.3,4525.9,15.46,0,0.00075,0.219563,7B
106483,151877,90100,93000,3817.33,3817.32,838.14,2.86,0,0.00075,0.219563,7B
106483,116944,90100,93000,4455.55,4455.53,1371.19,4.46,0,0.001,0.30775,7A
106483,106483,100100,103000,50694.2,50694.3,15601.2,50.69,0,0.001,0.30775,7A
109332,109332,110100,113000,3899.22,3899.27,1200,3.9,0,0.001,0.30775,7A
109332,109332,120100,123000,3893.66,3893.58,1198.25,3.89,0,0.001,0.30775,7A
109332,109332,100100,103000,6541.22,6541.19,2013.05,6.54,0,0.001,0.30775,7A
109332,109332,100100,103000,212.61,212.58,65.42,0.21,0,0.001,0.30775,7A
111909,111909,30100,103100,5227.11,5227.13,1608.65,5.23,0,0.001,0.30775,7A
113906,113906,70100,93000,24764.2,24764.2,7621.18,24.76,0,0.001,0.30775,7A
113906,1000019,70100,93000,13405.2,13405.1,4125.43,13.41,0,0.001,0.30775,7A
113906,113906,10100,13000,-857.11,-857.12,-263.78,-0.86,0,0.001,0.30775,7A
113906,113906,20100,22800,-879.88,-879.87,-270.78,-0.88,0,0.001,0.30775,7A
113906,113906,30100,33000,-1158.61,-1158.57,-356.55,-1.16,0,0.001,0.30775,7A
113906,113906,40100,43000,-875.72,-875.68,-269.49,-0.88,0,0.001,0.30775,7A
113906,113906,50100,53000,-882.5,-882.5,-271.59,-0.88,0,0.001,0.30775,7A
113906,113906,60100,63000,-1050.38,-1050.4,-323.26,-1.05,0,0.001,0.30775,7A
113906,113906,80100,83000,-1050.38,-1050.4,-323.26,-1.05,0,0.001,0.30775,7A
260459,260459,100100,123000,6700.28,6700.22,2045.24,6.7,0,0.001,0.30525,6A
260459,260459,70100,93000,624.22,624.28,190.56,0.62,0,0.001,0.30525,6A
260459,20596481,70100,113000,976,975.98,212.46,0.73,0,0.00075,0.217688,6B
109332,109332,120100,123100,3892.72,3892.77,1198,3.89,0,0.001,0.30775,7A
152161,152161,10100,63000,-2320.94,-2320.94,-667.85,0,0,0,0.28775,7F
152161,152161,10100,63000,2170.11,2170.11,667.85,2.17,0,0.001,0.30775,7A
111909,111909,30100,103100,5227.11,5227.13,1608.65,5.23,0,0.001,0.30775,7A
113906,113906,10100,83000,28705.7,28705.8,8834.2,28.71,0,0.001,0.30775,7A
113906,113906,10100,83000,-28705.7,-28705.8,-8834.2,-28.71,0,0.001,0.30775,7A
203105,203105,70100,123000,-20946.5,-20946.5,-6393.92,-20.95,0,0.001,0.30525,6A
203105,203105,70100,123000,-0.05,-0.03,-0.01,0,0,0.001,0.30525,6A
100948,100948,10100,123100,840.88,840.88,258.78,0.84,0,0.001,0.30775,7A
100948,1000019,10100,123100,3440.11,3440.06,1058.68,3.44,0,0.001,0.30775,7A
100948,1000019,10100,63000,603.22,603.18,185.63,0.6,0,0.001,0.30775,7A
100948,100948,10100,13000,-197.61,-197.56,-60.8,-0.2,0,0.001,0.30775,7A
100948,100948,20100,22800,-235.5,-235.48,-72.47,-0.24,0,0.001,0.30775,7A
100948,100948,33000,33000,-345.05,-345.09,-106.2,-0.35,0,0.001,0.30775,7A
100948,100948,40100,43000,-242,-242.01,-74.48,-0.24,0,0.001,0.30775,7A
100948,100948,50100,53000,-228.11,-228.11,-70.2,-0.23,0,0.001,0.30775,7A
100948,100948,60100,63000,-258.77,-258.81,-79.65,-0.26,0,0.001,0.30775,7A
100948,100948,70100,73000,-183.72,-183.79,-56.56,-0.18,0,0.001,0.30775,7A
100948,100948,80100,83000,-193.88,-193.96,-59.69,-0.19,0,0.001,0.30775,7A
100948,100948,90100,93000,-239.38,-239.42,-73.68,-0.24,0,0.001,0.30775,7A
100948,100948,100100,103000,-229.55,-229.6,-70.66,-0.23,0,0.001,0.30775,7A
100948,100948,110100,113000,-201.88,-201.88,-62.13,-0.2,0,0.001,0.30775,7A
100948,100948,120100,123000,-243.72,-243.8,-75.03,-0.24,0,0.001,0.30775,7A
100948,100948,110100,113000,0.05,0.03,0.01,0,0,0.001,0.30775,7A
100948,100948,10100,123100,241.77,226.09,69.58,0,0,0,0.28775,7A
106483,106483,100100,103000,46592.8,46592.8,14338.9,46.59,0,0.001,0.30775,7A
106483,116944,100100,103000,19673.6,18395,5661.07,0,0,0,0.28775,7A
111909,111909,30100,103100,5227.11,5227.13,1608.65,5.23,0,0.001,0.30775,7A
2003821,2003821,70100,113000,1038.3,1038.33,316.95,1.04,0,0.001,0.30525,6A
2003821,2003821,10100,63000,-1038.3,-1038.33,-316.95,-1.04,0,0.001,0.30525,6A
260401,260401,100100,103000,2700.01,2700.02,587.76,2.03,0,0.00075,0.217688,6B
260401,260401,120100,123000,1334,1333.98,290.39,1,0,0.00075,0.217688,6B
106483,104188,100100,103000,6725.22,6725.2,2069.68,6.73,0,0.001,0.30775,7A
106483,150319,100100,103000,3832.38,3832.4,1179.42,3.83,0,0.001,0.30775,7A
106483,106483,100100,102000,750.22,750.19,230.87,0.75,0,0.001,0.30775,7A
106483,150149,100100,102000,8145.18,8145.24,1788.39,6.11,0,0.00075,0.219563,7B
106483,151877,100100,102000,2732.14,2732.16,599.88,2.05,0,0.00075,0.219563,7B
106483,113931,100100,102000,744.22,744.21,163.4,0.56,0,0.00075,0.219563,7B
106483,106483,100100,103000,19299.8,18045.6,5553.52,0,0,0,0.28775,7A
106483,106483,110100,113000,20175.7,20175.7,6209.06,20.18,0,0.001,0.30775,7A
105715,105715,70100,123100,39852,39852,8750,29.89,0,0.00075,0.219563,7B
111909,111909,30100,103100,5227.11,5227.13,1608.65,5.23,0,0.001,0.30775,7A
101059,101059,110100,113000,-10336,-10336,-3180.9,-10.34,0,0.001,0.30775,7A
101059,12203512,110100,113000,10157,10157,2230.1,7.62,0,0.00075,0.219563,7B
101059,153445,110100,113000,4330,4330.02,950.71,3.25,0,0.00075,0.219563,7B
101059,101059,110100,113000,0.27,0.29,0.09,0,0,0.001,0.30775,7A
260617,260617,70100,123000,-111035,-111035,-33893.4,-111.03,0,0.001,0.30525,6A
260617,260617,70100,93000,25677.1,25677.1,7837.93,25.68,0,0.001,0.30525,6A
260617,260617,100100,123000,29491.2,29491.1,9002.15,29.49,0,0.001,0.30525,6A
260617,410691,70100,123000,68275,68275,14862.6,51.21,0,0.00075,0.217688,6B
106483,106483,110100,113000,64987.8,64987.8,20000,64.99,0,0.001,0.30775,7A
152471,102660,110100,113000,36250,36250,8366.95,0,0,0,0.230813,88
152471,100237,110100,113000,21310,21310,4918.61,0,0,0,0.230813,88
152471,152471,110100,113000,-42468.6,-42468.6,-13069.7,0,0,0,0.30775,87
152471,152471,110100,113000,-701.35,-701.41,-215.86,0,0,0,0.30775,87
152471,152471,110100,113000,0.05,0.06,0.02,0,0,0,0.30775,87
153442,153442,70100,123000,6831.7,6831.77,1500,5.12,0,0.00075,0.219563,7B
104221,408311,10100,63000,6110.66,6110.6,1250,0,0,0,0.204563,7G
111909,111909,30100,103100,7326.66,7326.62,1608.65,5.49,0,0.00075,0.219563,7B
109332,109332,70100,123000,3147.11,3147.13,1000,3.15,0,0.001,0.31775,8B
104221,408311,10100,63000,6110.66,6110.6,1250,0,0,0,0.204563,7G
102982,102982,10100,123000,56426.1,56426.1,17365.1,56.43,0,0.001,0.30775,7A
102982,102982,10100,123000,2366.33,2366.37,728.25,2.37,0,0.001,0.30775,7A
102982,102982,10100,123000,18263.2,18263.3,5620.52,18.26,0,0.001,0.30775,7A
102982,1000019,10100,123000,71535.7,71535.7,22015.1,71.54,0,0.001,0.30775,7A
102982,1000019,10100,123000,17211.3,17211.2,5296.75,17.21,0,0.001,0.30775,7A
102982,102982,10100,123000,12863.1,12863.1,3684.63,12.86,0,0.001,0.28645,7D
102982,102982,10100,123000,2942.25,2942.29,842.82,2.94,0,0.001,0.28645,7D
102982,404378,10100,123000,50593.9,50593.9,14492.6,50.59,0,0.001,0.28645,7D
102982,102982,70100,73000,9530.33,9530.33,2932.96,9.53,0,0.001,0.30775,7A
102982,102982,10100,13000,-1919.66,-1919.64,-590.77,-1.92,0,0.001,0.30775,7A
